TimeStamp;AngleElbowRight;AngleWristRight;AngleShoulderRight;AngleElbowLeft;AngleWristLeft;AngleShoulderLeft;LShoulderElbow;LElbowWrist
297570218;137.4251898;151.8117983;124.2676095;107.9167826;153.0602349;135.1115695;0.194514513;0.189176481
297570250;137.3094879;151.7881143;124.15853;114.0232674;145.7625506;135.4087627;0.19480877;0.188864643
297570281;137.1065798;151.7954974;124.1575132;117.113471;142.1299609;135.6997571;0.195100392;0.188507067
297570328;137.3660051;151.6056116;124.1734383;113.7368578;157.0077039;135.8259561;0.193787744;0.1873109
297570343;137.3311399;152.8377874;123.9549682;112.7587575;159.4446118;136.5166113;0.194464271;0.187185235
297570390;137.5682402;152.1009387;123.8149217;120.953871;161.9541092;127.1366079;0.194711537;0.185436816
297570421;137.6886685;153.0128983;123.6605869;127.8403419;155.1538728;127.1335361;0.195216985;0.185561571
297570453;138.9390784;151.6708446;123.325392;127.9763243;162.8163908;127.0494709;0.192576688;0.188339984
297570484;138.9632288;152.4553912;123.1335722;130.6324005;158.7822891;127.0824957;0.193694789;0.188115219
297570531;139.2864411;152.0867824;123.17652;131.103688;164.8604978;126.7069959;0.191705365;0.190281028
297570546;139.0192185;152.9977671;123.0643037;131.570232;171.1715332;126.575865;0.193068545;0.18953803
297570593;138.8870406;152.3262704;123.058223;134.0430201;167.0744623;126.4159769;0.193321665;0.190282061
297570625;138.2148839;154.1278446;123.0777887;134.2416727;170.1330103;126.3357764;0.195518186;0.189157177
297570656;138.2171993;153.3232034;123.1254414;136.7744908;164.05784;126.2844177;0.19521968;0.189849485
297570687;138.5481002;152.4479282;123.2220192;137.281202;164.0814622;125.9539896;0.193805073;0.191034694
297570718;138.5944669;152.5803616;123.1807641;134.6791809;175.4995024;125.5712169;0.193766274;0.191069666
297570750;138.4594669;152.5510782;123.2138376;130.7973547;148.7756833;125.4936294;0.194519664;0.190503971
297570781;138.4498684;153.4245846;123.2276577;139.1037726;163.3193909;125.1728933;0.194243373;0.191066004
297570812;135.5471428;153.990781;122.9584753;142.2338912;139.98351;136.6428708;0.19585393;0.212750901
297570843;136.6893508;152.2041272;122.9278827;137.3130553;144.6314032;136.4873034;0.196140953;0.20075502
297570890;137.2412807;154.0819332;122.9471377;137.2304459;146.9793743;136.3794611;0.196736548;0.195518289
297570921;137.0802214;153.3619221;122.824404;145.183842;142.8412069;136.191571;0.197840699;0.194454924
297570953;132.9407176;164.3705848;121.8202673;145.4485685;143.2285416;134.0306595;0.197683584;0.225111986
297570984;132.9391471;164.4906076;121.1111371;145.6988786;143.4730289;132.980799;0.198382249;0.225117045
297571015;128.9681072;171.4747665;120.5896228;145.8131896;143.8912961;132.1029936;0.199141185;0.225359978
297571046;129.1863821;171.4908986;120.3652976;146.035713;143.8213601;131.424747;0.198343984;0.225347767
297571078;129.1472532;171.3481695;120.254923;146.1119886;144.4956063;131.0959046;0.198242586;0.225348807
297571125;134.3808725;157.1060094;120.1028344;146.3124123;144.0889957;130.8739775;0.19778591;0.221257327
297571156;129.3408087;172.6383756;119.9435725;146.4331957;143.9565655;130.7470882;0.19817145;0.225342814
297571187;129.3245374;170.9575173;119.8270501;146.6472132;144.3931387;130.6644329;0.198531306;0.225346563
297571218;129.3780199;166.8388914;119.7634813;146.8612322;144.3561604;130.5332516;0.198184129;0.225345506
297571250;129.9672201;166.7153036;119.2591546;147.0652037;144.1998299;130.3890908;0.198260683;0.225337547
297571281;129.8227124;166.7336122;119.2514453;147.4887607;144.0624797;130.2870956;0.198673165;0.225342085
297571328;129.9001345;166.86565;119.2350367;144.4620169;166.406956;130.1083749;0.197769966;0.225337363
297571359;134.4428302;164.1407577;119.2179354;144.2616579;167.4082352;130.0321283;0.197884466;0.223790472
297571390;135.8478335;155.3055288;119.0695208;144.1953007;167.7970943;129.9347249;0.198442767;0.20437579
297571421;136.7925915;157.7456014;119.1879052;145.9204701;164.1795727;129.8441093;0.197323538;0.197533275
297571453;137.1877425;156.92676;119.2552658;145.2761148;160.0047009;129.7809513;0.196752143;0.195838843
297571484;137.4592815;157.1177567;119.3432011;146.4176057;162.9809479;129.6577849;0.195543216;0.195204338
297571531;138.1384266;156.3567144;119.2256485;146.6706287;167.7685131;129.6031913;0.194392989;0.195059777
297571546;138.1485326;156.1828545;119.2039828;145.3179958;169.6066995;129.5398443;0.194341914;0.195002819
297571593;138.1722427;156.3393304;119.2292329;145.8044244;168.8994383;129.4856884;0.193935726;0.195270151
297571609;138.2583099;156.1066656;119.2838066;146.1125742;168.2480052;129.4820918;0.193647197;0.195204033
297571656;138.4113971;155.776369;119.2815705;145.2228482;169.7377065;129.4441524;0.193495436;0.194964381
297571687;138.4273599;154.4328255;119.2516448;144.7829767;170.9519526;129.419417;0.193482129;0.194655276
297571734;138.4769625;155.240425;119.2014656;145.794402;168.2100784;129.4062163;0.193289847;0.194760571
297571750;138.4450546;154.9273287;119.2232477;145.9984301;168.0995499;129.3665431;0.193201491;0.194887637
297571781;138.5247381;151.1042063;119.1968048;144.9672066;169.6827081;129.3006917;0.193142152;0.194586537
297571812;138.5081451;152.8832262;119.2015252;145.5162339;168.5565026;129.2754752;0.193145326;0.194643875
297571859;138.5312238;155.7652351;119.1807816;145.8300469;168.6922913;129.282567;0.193143642;0.194589903
297571890;138.5786536;155.2243294;119.1696641;145.9330875;168.6673301;129.2702297;0.193078868;0.194495825
297571921;138.5932658;155.6442155;119.1929568;146.0397044;167.6690789;129.2762236;0.192781508;0.194766544
297571953;138.6430528;155.2409074;119.218642;146.1711786;167.1992125;129.269388;0.192469832;0.195005578
297571984;138.6484832;155.3945136;119.2555303;146.2455917;167.1903848;129.283674;0.192188469;0.195305411
297572015;138.6709555;155.514213;119.2379037;146.2780223;167.5360116;129.2525;0.19217092;0.195321942
297572046;138.7679318;154.9053848;119.1953424;145.0930976;169.3462648;129.2036242;0.191898536;0.19547088
297572093;138.7294484;155.3349709;119.2011251;145.4499998;168.4564724;129.1898628;0.191921711;0.19559186
297572109;138.7044169;155.2947601;119.219247;145.7140105;168.3247847;129.1093869;0.19186804;0.195639863
297572156;138.7062664;155.1204628;119.2291966;145.8576675;168.0593248;129.0567228;0.191790542;0.195664145
297572187;138.7085027;154.3746313;119.2602352;145.9912339;167.7072646;129.0349841;0.191595352;0.195733511
297572218;138.7214088;153.9368212;119.2325203;146.1224405;167.741045;129.0101592;0.191622466;0.195751426
297572250;138.7221285;153.3857454;119.2212422;146.2268637;167.5165665;128.9307049;0.191584941;0.195729617
297572281;138.6793168;154.2815245;119.2150947;146.3495718;167.8095594;128.9006008;0.191488795;0.196000039
297572312;138.6968634;153.4149864;119.2066648;146.4723571;167.6756539;128.8222975;0.19148791;0.195970229
297572359;138.1782726;153.8410875;119.4131432;146.5101451;167.7427214;128.7746442;0.192719576;0.196014368
297572390;138.2113932;153.5506101;119.3976644;146.5499197;167.6729218;128.7411943;0.192561914;0.195818161
297572421;138.0266868;155.1306885;119.3621642;146.6560997;167.7584159;128.7076097;0.19335944;0.195098426
297572453;138.0724023;153.9156558;119.3199634;146.7521579;167.5689473;128.6295583;0.193311694;0.19505041
297572484;138.0839575;153.7204084;119.3150212;146.7893947;167.1978284;128.6058652;0.193127336;0.195170367
297572515;138.1677873;153.6965825;119.2151953;146.8425872;167.518453;128.5540989;0.193017589;0.195038147
297572546;138.1720909;155.317705;119.2125059;146.8807215;167.1532093;128.524181;0.193019517;0.194963633
297572593;138.212046;154.8087463;119.1149935;146.8767193;167.0959059;128.4610678;0.192936821;0.194923061
297572625;138.187678;154.4023139;119.2645031;146.8918515;167.3255518;128.3564279;0.192324211;0.19489529
297572656;138.2008605;155.2074863;119.2703191;146.9255086;167.3122684;128.3101272;0.192284881;0.194890176
297572687;137.8054814;155.6398207;119.2458332;146.9489891;167.1391071;128.2700947;0.193226655;0.19442522
297572718;137.8488029;155.1067931;119.2555408;146.9698735;167.3668344;128.2634209;0.19306426;0.194426253
297572750;137.8904128;155.0381737;119.2352844;147.086225;167.3713446;128.2128061;0.192992921;0.194387023
297572781;137.9363546;155.5746031;119.1877011;147.1528604;167.3909958;128.1510639;0.192901402;0.194391328
297572828;137.915529;155.2644912;119.1745846;147.1651503;167.1883484;128.0532246;0.192818063;0.194389937
297572859;137.9242644;155.5783305;119.1757076;147.3570357;167.0217059;128.0438154;0.19277126;0.194445919
297572890;137.9197843;154.4452211;119.1663873;147.3752269;166.9847156;128.0479782;0.192764944;0.194489297
297572921;137.9942946;155.1192023;119.1801353;147.3563516;166.892272;128.0419303;0.192528091;0.194443262
297572953;138.0805597;153.1664017;119.1343628;147.3883558;166.0295093;128.0090382;0.192390353;0.194509804
297573000;138.0998555;155.3121903;119.1465774;147.4286741;167.0919321;128.0121797;0.192358841;0.194502684
297573015;138.1110064;155.4851805;119.1532709;146.270655;168.9291353;127.9154686;0.192334646;0.194510238
297573046;133.2205203;163.4161683;119.1347214;146.664816;167.9201883;127.8588913;0.192327481;0.225117919
297573093;137.362398;156.2874263;119.1365664;146.1175331;168.9063999;127.8618592;0.192326607;0.19672625
297573109;137.4360609;156.007254;119.1558791;146.5763701;167.9765333;127.8443288;0.192210106;0.196617551
297573156;137.6190567;156.0136475;119.1556493;146.8164553;167.4301088;127.8020169;0.192020143;0.196121726
297573203;137.6777884;155.8706443;119.1397784;146.100255;168.7692073;127.7576107;0.192006715;0.195984112
297573218;137.5946575;155.9041414;119.0278449;145.9263098;168.8195076;127.7555162;0.192802029;0.195295641
297573250;137.3468057;156.3187212;118.9672815;146.5154235;167.3604898;127.7572171;0.19413732;0.194117802
297573281;137.6163784;156.1961742;118.9685225;146.9498462;167.4679492;127.7514091;0.194133485;0.192794249
297573328;137.6428;155.9000835;118.9795339;147.2397756;166.3908909;127.7557395;0.194037663;0.192896568
297573343;137.5889785;155.1905316;118.9030554;147.3023351;166.6092712;127.7641147;0.194909996;0.192081381
297573390;137.5990068;156.0539451;118.935471;147.396594;166.6898219;127.7813729;0.194704413;0.192317326
297573421;137.6211883;155.8935063;118.9654574;147.5174652;166.4094314;127.7955687;0.194471046;0.192567882
297573453;137.7763657;155.9364241;118.9601476;147.5688074;166.0588675;127.7829832;0.194318122;0.191992556
297573484;137.8175281;155.8592706;118.9678636;147.6300655;165.468034;127.7367828;0.194116234;0.192083054
297573515;137.8926171;155.6579069;119.0030208;147.6909402;164.9424552;127.7419799;0.193547162;0.192556342
297573546;137.9505944;155.7020899;118.9890332;147.6925666;165.0388238;127.7441117;0.193399049;0.192630054
297573593;137.7048761;156.1770884;118.9482362;147.6805172;165.0770097;127.7712446;0.194324278;0.192095151
297573609;137.7350594;155.6968129;119.0125651;147.7230335;165.0635906;127.7639594;0.193879308;0.192509223
297573656;137.8769407;155.2012759;118.9864818;146.584778;167.8922442;127.7402427;0.193515786;0.192765651
297573687;137.9195101;155.6149261;118.9900553;146.8458046;167.5486131;127.7430335;0.193320473;0.192951521
297573718;133.8550112;161.8197378;119.001174;147.1235151;167.3249256;127.7587038;0.193301863;0.225076953
297573750;129.9672184;173.8948044;119.0214383;147.2416588;166.9310347;127.7408416;0.192769926;0.225318103
297573781;129.9924607;171.4665459;119.0272197;147.3078295;166.0634135;127.7061015;0.192588514;0.225317028
297573828;129.9791927;167.5538533;119.0174961;146.4561529;168.6389832;127.7057072;0.192572359;0.22531792
297573843;130.0999051;167.6812401;118.9882358;146.8878141;167.5294084;127.7299824;0.192131752;0.225315376
297573890;130.0833489;167.65079;119.0197139;147.0377197;167.9717065;127.7162781;0.192053776;0.225315566
297573921;130.1023519;167.6112435;119.0237098;147.1655211;167.2133822;127.6088502;0.191952504;0.225315289
297573953;130.1227429;167.4045576;119.0150276;147.3731195;166.3386871;127.6034472;0.191825834;0.225318258
297573984;130.0835017;167.5549096;119.0333804;147.4138181;166.1309355;127.6173817;0.191750112;0.225322236
297574015;130.1077417;167.5731292;119.0067135;146.4922326;168.269218;127.6318799;0.19171721;0.225325381
297574046;130.0939208;167.4679602;119.0399516;146.8027212;168.0767279;127.6406049;0.191560519;0.22532683
297574078;130.1413479;167.6229301;119.0404685;146.9576654;167.0095527;127.6411335;0.191520991;0.225327724
297574125;130.1496659;167.5892125;118.9861483;147.1840683;167.7243355;127.6549034;0.191701818;0.225329835
297574156;130.148138;167.3804116;118.993958;147.2795549;166.8069088;127.6608886;0.191650436;0.225331641
297574187;130.1474122;167.4219087;118.9961392;147.2813741;166.7074306;127.6554714;0.191629172;0.225333549
297574218;132.2345204;168.6501838;119.0159331;147.3341753;166.922598;127.6655866;0.19158796;0.225210174
297574265;132.8923249;166.7769335;119.0096777;147.355042;166.6180499;127.6632087;0.191578364;0.225171153
297574281;130.9336511;170.7938381;119.007974;147.4238543;166.1966773;127.6800965;0.191561789;0.225293405
297574312;130.4738927;171.3162313;119.0262367;147.4334687;165.796062;127.6827311;0.191497656;0.225320001
297574343;134.4329939;163.2104319;119.0180241;147.4709006;165.5784276;127.6866816;0.191466642;0.225069825
297574375;130.1293359;167.4064182;119.0216476;147.5217802;165.5578348;127.6945051;0.191430914;0.22534187
297574421;137.741266;156.0883094;119.0009912;146.3116605;168.589114;127.7176606;0.191362583;0.196108297
297574453;137.7948399;156.0169559;119.0603566;146.76463;168.1995933;127.7313331;0.191266984;0.195985175
297574484;137.5986556;156.2625898;118.9997647;146.9478608;167.5271087;127.7558621;0.192184375;0.195227613
297574515;133.6793482;162.1718374;118.9981747;147.030158;167.7676484;127.774973;0.191984435;0.225119088
297574546;129.8126699;171.6959742;118.9847202;146.2451517;168.5210871;127.7989715;0.191751018;0.225361705
297574593;129.8136382;163.9696233;119.0392267;146.6278835;167.82004;127.8857745;0.191627769;0.225362164
297574609;129.8741221;167.1087286;119.0141081;146.8069416;167.6519728;127.8966078;0.191496624;0.225361046
297574656;129.8682896;167.0370384;119.096725;146.2173257;168.3194102;127.9779458;0.191392606;0.225360422
297574687;129.8887075;167.1124827;119.1335986;146.6520189;167.8487488;128.0953268;0.191388515;0.225359355
297574718;129.9062043;167.1395587;119.1353619;147.0058681;167.4241245;128.1201444;0.19136847;0.225359171
297574750;129.9311979;167.0129277;119.1329467;147.1096614;166.9827451;128.155995;0.191415819;0.225358805
297574781;129.9371429;167.1817324;119.1916022;147.2629452;166.8793085;128.2065265;0.191125575;0.225357279
297574812;129.9600938;166.9717426;119.1651829;147.3245575;166.7849885;128.2123827;0.191167311;0.225356542
297574843;129.9918665;166.9014544;119.1795323;147.3910846;166.6011423;128.2500976;0.191118856;0.225355008
297574890;129.9962891;167.0429619;119.2196046;147.4160856;166.5307661;128.3247003;0.190945952;0.225352523
297574906;130.0086508;166.9577546;119.2392287;146.3580565;168.4312793;128.3757811;0.190945737;0.225350613
297574953;132.5471233;168.7476204;119.2459802;146.0431852;168.3571704;128.4086732;0.190936142;0.225196303
297574984;131.4102778;168.2213928;119.2178717;145.7721842;168.6608411;128.4537454;0.190916666;0.225266991
297575015;131.021059;168.0780115;119.2210836;145.5441881;168.2354381;128.4594243;0.190933931;0.225288338
297575046;130.8232642;167.850379;119.2361731;146.3020626;166.0849525;128.4969648;0.190883327;0.22530085
297575078;130.7357455;167.8450081;119.2975469;145.3720324;167.0300773;128.5899659;0.190816448;0.225305173
297575125;130.6414651;168.0475086;119.275265;145.5382397;166.067996;128.640758;0.190841588;0.225312133
297575156;132.1405618;170.7579094;119.1705846;145.5176104;164.919085;128.6461384;0.192969825;0.225221355
297575187;130.9909741;171.702727;119.0892279;145.5024843;164.5783837;128.7016779;0.193721313;0.225294013
297575218;130.5546219;171.9875938;119.0525183;145.3456656;161.9429746;128.8912976;0.194559117;0.225316505
297575250;130.4662533;171.9252961;119.0710184;145.4779076;157.3793885;129.0059387;0.194390958;0.225321623
297575281;130.35728;171.7204588;119.0559907;145.0122136;149.3919613;129.0949797;0.194497307;0.225328153
297575312;130.4181464;165.9475057;119.063886;144.2394661;160.9150162;129.210339;0.194655349;0.225323781
297575343;130.4305489;168.3287221;120.2991773;139.9955947;165.4730955;131.2121501;0.194737667;0.225317347
297575390;130.4932997;168.2524588;120.8307412;133.1949948;165.1623901;132.3920483;0.194714212;0.225312947
297575421;130.5015333;168.1504448;121.0470436;133.889955;161.3769312;132.8540899;0.194738042;0.225312537
297575453;130.6561272;168.2489765;121.432936;131.8116956;146.3288887;133.5918113;0.193708891;0.225302865
297575484;130.742057;167.9440454;121.1831444;130.3322378;139.2299511;134.0053164;0.195367658;0.225308315
297575515;130.5916753;167.9667543;121.4714974;129.2044598;137.6960162;134.4830527;0.19607182;0.225307667
297575546;130.8064047;168.2067081;121.7355649;130.00703;132.3374066;134.7869146;0.194010201;0.225284502
297575593;130.9811831;168.6865381;122.1613716;131.0249332;130.5580754;135.1810005;0.191381251;0.225280145
297575625;131.1025992;168.6483647;122.2211765;137.5836081;122.8944812;135.3093688;0.190075661;0.225281003
297575656;131.0107763;168.2053704;122.3110651;136.3674413;112.6271547;135.5389492;0.190141003;0.225299847
297575687;130.6753412;167.9611397;122.3375041;131.9083372;112.9232344;135.8008619;0.192235296;0.225315224
297575718;130.4087946;167.8851014;122.4780318;110.0426041;157.8999637;135.9831634;0.193031257;0.225321553
297575750;130.4875908;167.8213872;122.4773706;102.0574172;163.0310864;135.5055617;0.193059035;0.225319778
297575781;130.4400966;167.7199686;122.3006221;105.3829319;143.3287081;134.2552943;0.193675548;0.225324764
297575812;130.5265283;167.8444876;122.4567488;104.512416;139.0115573;134.4828141;0.193836013;0.225321408
297575843;130.5266331;167.8795578;122.665041;100.6877282;143.1891491;134.3938969;0.194052098;0.22532142
297575890;130.509131;172.028101;122.9422584;99.4712136;139.5813489;134.5115443;0.194232244;0.225322138
297575921;130.4322229;171.9484933;123.2743476;113.7224244;134.0504853;127.7754857;0.195444675;0.225328731
297575953;130.4119613;171.8754579;123.6545866;107.5043857;142.2084845;127.0864469;0.195607681;0.225330147
297575984;130.3471049;171.6743392;123.8296684;105.0508844;141.9417757;127.2592327;0.195889244;0.225331676
297576015;130.2669734;171.6760653;123.9987323;103.766033;139.8187727;126.614266;0.196145142;0.225334203
297576046;130.2164801;172.7873677;124.100887;101.8960701;140.0296169;126.4481622;0.196378317;0.225336469
297576078;130.2244871;173.0122387;124.1007916;99.74068561;141.4157142;126.5240106;0.197213794;0.225341685
297576109;130.1817645;172.2107352;124.1493826;98.70771866;141.8470515;126.621595;0.197378546;0.225343559
297576156;128.5071804;164.4287101;122.6611277;97.91178941;143.213139;126.6898624;0.215466536;0.225447475
297576187;128.8124802;165.8279047;123.6200227;97.49172302;144.2928008;126.6739656;0.208877259;0.225416091
297576218;129.0017021;166.0708555;123.9118351;97.19262332;146.0091891;126.6047155;0.207385874;0.225406777
297576250;129.1284715;166.3183833;124.1178875;97.11213757;147.3315345;126.6114936;0.205555012;0.22539668
297576281;129.2577407;166.3300866;124.1500619;95.81947398;155.427186;126.5688842;0.204710604;0.225391541
297576312;129.3802467;165.8247073;124.2301165;96.32877104;154.1603402;126.5699308;0.203573879;0.225382714
297576359;129.5166602;165.7983273;124.2127084;96.64451864;154.2734442;126.5422212;0.202810974;0.225377874
297576390;129.5550505;165.7394929;124.2872533;97.12193276;154.0557082;126.5304253;0.202054966;0.225374246
297576421;129.6058059;165.8242088;124.2945531;97.40100026;156.2274579;126.5221756;0.201809906;0.225372368
