TimeStamp;AngleElbowRight;AngleWristRight;AngleShoulderRight;AngleElbowLeft;AngleWristLeft;AngleShoulderLeft;LShoulderElbow;LElbowWrist
297562578;137.475877;156.6686994;119.509178;147.2006494;164.2612933;127.8959618;0.196552995;0.192990025
297562625;137.5015977;156.2844046;119.5188012;147.3152775;164.0131637;127.8839582;0.196637285;0.192544428
297562656;137.5030329;156.1620586;119.4711853;146.8563789;164.8128371;127.8924828;0.196793559;0.192460296
297562687;137.5644296;156.2010383;119.5638257;147.0961851;164.6661919;127.9409535;0.196292994;0.192905588
297562718;137.5622624;156.4979614;119.566227;146.815195;164.909117;127.9604523;0.196401914;0.19278487
297562750;137.5565635;156.0773494;119.5813861;144.8494083;170.9600214;127.9737723;0.196438933;0.192598292
297562781;137.5690156;155.9096069;119.5874243;146.1944363;167.2843387;127.9565108;0.196455745;0.192504084
297562828;137.786316;155.9186413;119.6411935;146.4306761;166.2358374;128.0132812;0.195421903;0.192837749
297562859;136.0055873;159.1738764;119.7265665;146.5817013;165.2508941;128.1486993;0.195132114;0.211500406
297562875;134.2315571;162.9885092;119.7019861;146.7333268;164.8392428;128.1859767;0.195178658;0.225005357
297562921;129.5252643;173.2797062;119.6872666;146.1218475;165.9273389;128.2147199;0.195486478;0.225290712
297562953;129.579772;173.453422;119.7001257;146.1430822;164.7567573;128.263234;0.195449818;0.225286587
297562984;129.8177883;173.6843571;119.7049071;145.1889543;165.6640402;128.3561281;0.195184599;0.225270146
297563015;129.8855001;173.7412058;119.6833345;145.2696349;164.5785429;128.4350635;0.195444082;0.225262262
297563046;129.7441043;166.5236462;119.6908108;146.3540282;162.4422231;128.6536156;0.196148269;0.225259969
297563078;129.8299379;166.2510658;119.7732538;146.4845919;158.2479491;128.7024082;0.19509761;0.225251867
297563109;130.0262362;166.4091353;119.7220654;146.5758072;156.5352116;128.8068716;0.194397185;0.225245096
297563156;129.9920047;134.0241892;119.7969555;146.2031679;155.331373;128.8710618;0.19392968;0.225243996
297563187;135.6878662;144.3218236;119.7883741;143.4147526;157.0766185;129.0370319;0.193928318;0.213451402
297563218;137.8750612;142.4271901;119.8589648;141.057604;156.1467891;129.1563695;0.193299955;0.198914812
297563250;138.0651159;140.9586285;119.7824202;133.8531982;149.1920846;129.217525;0.193398871;0.197957786
297563281;138.1167689;140.261512;119.7754379;117.1457616;175.812671;129.346059;0.19381097;0.198232066
297563312;138.225119;137.4481176;119.9091098;130.270817;147.5364215;129.5189957;0.193109079;0.198542246
297563343;137.5934136;140.1509801;119.9050053;129.2759578;144.147789;129.6593641;0.190979609;0.2077673
297563375;138.5627817;139.7730331;120.3013519;127.7770325;141.4795664;129.6972196;0.186869911;0.204873869
297563406;137.6282792;139.817118;120.5375951;121.6829439;149.0529375;129.9641864;0.185177906;0.213030697
297563453;137.9194676;137.1033923;119.7235367;121.5734414;140.3240214;130.0711357;0.190840938;0.200608166
297563484;138.4711502;137.4070503;119.8976511;117.5443549;148.2155567;129.4598893;0.189713555;0.197658846
297563515;137.0641005;136.5882877;120.082813;110.8390192;161.0666567;129.0580791;0.189773379;0.207504105
297563546;137.2401587;131.0702181;120.1693911;111.0390953;155.8739738;128.8543455;0.189836304;0.204613092
297563578;136.871819;129.6830155;120.0412958;108.8062797;155.0820555;128.8015311;0.192391538;0.201570434
297563609;137.0614746;127.4887878;120.181724;106.95148;153.8738953;128.6755583;0.191831529;0.200565957
