TimeStamp;AngleElbow;AngleWrist;AngleShoulder;LShoulderElbow;LElbowWrist
2735796;145.1688458296951;176.0951851134102;143.15749786255182;0.24448180494784366;0.23902297591688884
2735796;148.46480368529561;163.46039091516028;137.57459881626988;0.25142864683349425;0.26891105078792227
2735828;146.81695226963657;165.27441592719512;138.22158648974826;0.2491951119125364;0.26718121800971339
2735859;144.58023184221858;165.01099030700897;139.85908041289662;0.24932001527031805;0.26557547715584479
2735890;143.34267643935493;168.33833087664326;141.39891908860992;0.24639008356014422;0.2637217184738751
2735921;158.37705969115058;169.36853372561521;138.39720130145719;0.23345113059988076;0.23612492348028502
2735953;155.33666393385877;167.7088592639079;139.5491746862719;0.22081568974962926;0.25053654901930494
2735984;156.08813742843688;168.54116422614663;141.73315595537173;0.2229644391057295;0.24919986587585513
2736031;155.90676163997154;169.79794324396207;139.04555537185135;0.220986940404299;0.25064723460047772
2736062;153.17426593526716;171.13919550030565;146.34887084095325;0.19887013586620991;0.26529454011840864
2736093;152.81546256265858;170.38363535290725;148.19481274127276;0.19787088618726897;0.26391694168918872
2736125;152.81517024671686;171.32442182770257;149.10691215363647;0.19773861899630341;0.26361630782362883
2736156;152.4289838783848;166.91832330433735;122.16489603714012;0.21983093597704148;0.24038880182349282
2736187;174.3769089385998;175.89949907044121;132.40199435809086;0.2337149980077961;0.21612989491848014
2736218;174.73676516911002;177.27577949192963;131.56103271394025;0.23359225426869831;0.21936300440014556
2736265;175.5415080957288;177.80548785780806;130.12870344219007;0.23344063715549734;0.23156966259265926
2736296;132.05421287185521;153.92590353722159;108.23272798408728;0.24109589862685213;0.26431680964587567
2736328;141.99173555628909;160.836216430082;130.49415858413755;0.26291394263503753;0.23660277283224021
2736359;144.60541717083567;161.04148129470968;131.52578161620014;0.26317139077314256;0.230669946674468
2736390;145.44559034790649;163.0536139487989;131.65458801258188;0.2640997390778147;0.22331407221614572
2736421;144.54152830232655;164.00417694851933;131.88982231726902;0.26486339557587;0.22212178318722575
2736453;144.1781876645218;164.672975580088;131.97124454950509;0.26566437802471021;0.22274073998898797
2736500;143.77272082381683;166.41103299941423;132.38361870829488;0.26648805922198959;0.22286810620198025
2736531;142.35859735160764;168.74164949057445;133.26531664208468;0.26640602692584681;0.22554584306052625
2736562;143.15032544081637;170.83006800484745;133.37020407243494;0.26659456713687285;0.22646766887073533
2736593;142.19263270952013;172.57249813670399;134.49496301766243;0.26651086557236475;0.23380177654895462
2736625;142.43308597034263;172.19069672739869;135.18576796772044;0.26658398883192447;0.23769125474776537
2736656;143.07075534160322;171.97150519308107;135.71759732706488;0.26605686835268622;0.24234114964283093
2736687;144.13022043192325;171.49257341181806;136.062074979251;0.26549158145169549;0.24988146779898995
2736718;142.74019106039208;172.50221244492533;138.02607587212589;0.264503829657615;0.25741361120977696
2736765;138.41435581079216;174.95793680379776;143.268188607854;0.26415851937333329;0.26620841078250645
2736796;139.91037471437849;175.75687042072781;142.93210507031984;0.26422087725910859;0.26614962286231558
2736828;143.91063561499422;174.46189606214989;136.33879075923628;0.26461399277059383;0.26609798567053916
2736859;155.8948388579847;168.28613287468733;136.45541334782698;0.24585218725114663;0.23730222666392106
2736890;157.02647970253017;168.44480250494391;136.42189492606221;0.24561423183487863;0.23865176050232639
2736921;157.91961631016773;168.80939378841248;136.03665037384241;0.24538781521719369;0.23972944364271864
2736953;158.93224184629119;167.87909934764815;131.05099429360683;0.24905553624928395;0.24044699380647339
2737000;159.88639152287277;168.16369960562452;128.14792749975052;0.25026447044319622;0.24164657725390165
2737031;160.17135230800645;167.29304736673615;125.48049108371826;0.25309934585328714;0.24169438263114
2737062;161.51037265659613;167.81709000786253;121.974402914457;0.25200548949784041;0.24080824210043073
2737093;147.75238854797712;174.17376512791694;126.65898873102009;0.27992437719777757;0.29916307327497393
2737125;149.5830289605733;173.53648760432807;124.18806319469603;0.2730259956372641;0.29754819074153227
2737156;150.35887617624113;172.79616023223568;123.23681995272473;0.27189516847892681;0.29658298358415358
2737187;150.73582177074363;171.81537877268698;122.75620280649355;0.27114629192547884;0.29577712498335385
2737234;151.31654368714686;169.74029785817686;122.40714490844125;0.27070605131624187;0.29407653452726656
2737265;151.51046646889131;167.28658030283802;121.96328370959918;0.27050641358019467;0.29381448886126832
2737296;151.65123385481164;165.7187092624097;121.78165314395083;0.27068930487761111;0.29215312889254036
2737328;151.6786071321655;165.54796561738385;121.59963453431544;0.27101508946109659;0.29210176108781055
2737359;151.65004384478189;164.84624068565884;121.25019478820556;0.27159118987071729;0.29231099017354062
2737390;151.82426459471014;164.58428653040096;120.9248219030504;0.27164104035437447;0.29349560614780129
2737421;151.95797394953729;164.06580462757125;120.72967549146605;0.27179314487426615;0.29416967519066234
2737453;152.16794393882725;162.7969745602995;120.38738206759683;0.27227465145230284;0.29284365937178508
2737500;152.28621914680991;161.12485112053645;118.5321312382587;0.2737046253578847;0.29219391991733012
2737531;152.5260342207097;161.107649491373;118.44142179222267;0.27308834317699959;0.28991919963604967
2737562;153.38472770542492;160.77006179690278;118.93641513624503;0.26937290617253795;0.287509516504656
2737593;153.85390386549611;160.29932863968904;118.46772410708383;0.2676926305788408;0.28602765888132503
2737625;153.90984326141796;160.04196137195004;118.09245527024336;0.26749738806600776;0.28601769549431788
2737656;153.87390666591088;160.32976943782123;117.67572757890044;0.26829938567682171;0.28617941824894372
2737687;153.79530171415604;159.12813081301624;117.26297981391934;0.26873777088743317;0.285524824979777
2737734;153.90217370129338;158.55898480149597;116.90058643285825;0.26904040732211149;0.28498505540900015
2737765;153.2947950624409;159.12693538889937;117.42709070300052;0.27061690473602323;0.28398772207114525
2737796;152.99043663741992;158.59649723923735;117.36512319296963;0.27218608714484754;0.28386480346297926
2737828;152.44385275870877;159.14760074688064;117.41109993571415;0.27306836915138705;0.2837124519971625
2737859;152.11763129681739;159.25936234454107;117.35306144307702;0.27284361841423455;0.28360191585858324
2737890;150.97934766562682;159.59015814410523;119.09572461321288;0.27140811130407277;0.28396784737035435
2737921;150.7570205857507;160.63110382896292;119.11659784438446;0.27115360569159241;0.28383441984163449
2737953;150.49334629564652;161.22748482880786;115.90945150955939;0.2999285499514755;0.25328547276963659
2738000;146.15229255529067;163.05663565561014;126.12703791385667;0.294886156713981;0.25154018120064425
2738031;145.57661209756247;163.47182132740653;126.17293132595904;0.29520170803260953;0.25032080049681282
2738062;145.04752376671823;164.71677785725507;126.31790949441135;0.29547175340054938;0.24947558305089407
2738093;146.81126580895341;164.46252842183239;124.41305857264021;0.28855669792095956;0.24864628007644729
2738125;146.51024217389431;165.93684136450014;124.45456141689462;0.28940749111203956;0.24772477899025763
2738156;146.38785839671715;166.46642036928756;124.30741452129058;0.28990340982039814;0.24665546931957455
2738187;146.41692319587429;166.60645507168209;124.07837599838156;0.28992776668613229;0.24584745005045958
2738234;146.18952308667164;167.15875956001881;123.94457570458627;0.29125882665300185;0.2443983302584378
2738265;146.05662856594805;167.48012717718896;123.92978130427179;0.29191877369276159;0.24383971068169308
2738296;146.05159224227941;168.15357560626535;123.89452773926773;0.29247907080015556;0.24347308005016125
2738328;146.06944758769336;168.45423864836025;123.88644108493743;0.29303296785476529;0.24259899050573239
2738359;146.20258967574532;168.79094648801902;123.82105498687204;0.29318941611206617;0.24205698497670256
2738390;146.2348088406734;168.97663988686961;123.89394430243667;0.29330880984494878;0.24192180823510248
2738437;146.38964787926687;169.01765851034133;123.70237823782279;0.29383476534788189;0.24204352798116069
2738453;146.45680593093476;169.53293126258987;123.7192316442716;0.29388216795594352;0.24183926635166081
2738500;146.53542874301144;169.30451915130448;123.69999917984639;0.293995833789415;0.24200507274326188
2738531;146.58030768987439;169.08278024802664;123.5519916173828;0.29359264857269013;0.24239609223202532
2738562;146.54203290718914;169.16196325730479;123.59919449641993;0.29370464787218153;0.242322190739083
2738593;146.52027870049574;168.76064236497882;123.60088904661511;0.29374597973166344;0.24233013411501753
2738625;146.41339054277421;168.1831776902541;123.61629822031691;0.29341831282405523;0.24279362590788836
2738656;146.36483245102883;167.77122259818236;123.64155276157955;0.2934426277050256;0.24282618506401363
2738687;146.3542973737238;167.6779752130665;123.65754990300842;0.293464473088122;0.24287337406492845
2738734;146.29079842067307;167.16684410572788;123.64646334668169;0.29344751921904688;0.24311532334324346
2738765;146.22567614303091;166.621768351303;123.63129891104298;0.2934215778270014;0.24329672206110151
2738796;146.20803906201587;166.92189376985218;123.62204183589287;0.29343553390899535;0.24341231474571745
2738828;146.18445594501498;165.97779648347196;123.62871639218416;0.29333707208530213;0.24348231107494489
2738859;146.12880572221502;166.74940112739046;123.55589335502658;0.29336296668426892;0.24340434801021124
2738890;146.11550899109412;167.09258953784047;123.4530101230694;0.29365805740277334;0.24344367520274318
2738921;149.13845461788651;167.15739430860052;119.83026565339742;0.28406383358056331;0.2436190396194553
2738953;149.51133915530096;167.38991538935326;119.39650460353911;0.28243039420986238;0.24389256232590043
2739000;149.60725250148028;167.92154967223092;119.22885194608472;0.28183765677405603;0.24414641488587532
2739031;149.57533054999641;169.05791738770191;119.33082639335694;0.28132446192014332;0.24395226279566121
2739062;149.50181655187643;169.07318751898086;119.44468558638009;0.28117124321191445;0.24381682058398307
2739093;149.44005171502744;170.81953170582773;119.44515724617651;0.28112523646376364;0.24306268163090727
2739125;150.2797096332406;171.24399912977165;117.91747633788138;0.26732035864157982;0.24205363103785119
2739156;150.31990109805474;172.11496587007548;118.7223125598437;0.27010619411098746;0.24091218770316453
2739187;150.38663514151682;172.40499709017689;118.9530209262085;0.27206982248353023;0.24065000076637141
2739234;150.75489605074753;171.51403495094075;118.15501892885017;0.26484430356205618;0.24369392613075649
2739265;150.73499454994814;172.71038738644259;118.48929983640105;0.26573603227904008;0.24315847237801069
2739296;150.83786422249082;172.44629920589853;118.24814757909725;0.26634158367611721;0.2444184275996458
2739359;147.79546993425657;171.43064662507061;126.49401596422311;0.2393023815209033;0.24208211676091207
2739390;148.25630993119427;169.99803731737075;126.02354226246013;0.24357902561465666;0.24078251092146202
2739421;149.60757482245273;170.13586497407601;120.51655296549204;0.25328838846163326;0.23843128391289567
2739453;148.53849494962856;169.72543553659963;124.87685035980843;0.24554529192095315;0.23810481027327865
2739500;147.9901753469949;169.33651907225982;128.28586106707749;0.23829410502934847;0.2381408840367692
2739531;148.14850181436356;169.84510216340991;128.63987425364536;0.23890140955060296;0.23818302852671983
2739562;147.94133023021894;169.88748737634992;128.44379682340693;0.24198869264929787;0.23826492918820469
2739593;147.79236292693707;168.7275769295205;128.24012760548661;0.24298497337574115;0.2383317947619705
2739625;147.75287626168239;170.02472040677756;127.21595860279845;0.24301827128849235;0.23836332291295331
2739656;147.51729400934062;170.19032657804382;127.90944302077197;0.241987431948889;0.23839506369137473
2739687;147.56748150305856;169.89490774446125;127.47447068298739;0.24204808145613044;0.23841940093807235
2739734;147.39562650488352;170.00840709410377;130.15667073467213;0.243651962721005;0.23873093625655467
2739765;147.55490121726223;169.61639377126804;129.9297329030999;0.24091248029958429;0.23844817878812818
2739796;148.19637551802978;167.85289746336576;129.20571131743495;0.24152838764460569;0.2384235628675809
2739828;148.2721594528002;167.35657269353041;129.05959936832147;0.24250544735908305;0.23845397883866354
2739859;149.05560676698656;165.95663662955056;128.71236418149346;0.24435723570480758;0.23840123602628413
